laureate_id,laureate_name,gender,award_year,category,motivation_en,affiliation_name,affiliation_city,affiliation_country,affiliation_type,count
700,James M. Buchanan Jr.,male,1986,Economic Sciences,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,Center for Study of Public Choice,"Fairfax, VA",United States,research_institute,1
701,Robert M. Solow,male,1987,Economic Sciences,for his contributions to the theory of economic growth,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
702,Maurice Allais,male,1988,Economic Sciences,for his pioneering contributions to the theory of markets and efficient utilization of resources,École Nationale Supérieur des Mines de Paris,Paris,France,other,1
703,Trygve Haavelmo,male,1989,Economic Sciences,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,University of Oslo,Oslo,Norway,university,1
704,Harry M. Markowitz,male,1990,Economic Sciences,for their pioneering work in the theory of financial economics,City University of New York,"New York, NY",United States,university,1
705,Merton H. Miller,male,1990,Economic Sciences,for their pioneering work in the theory of financial economics,University of Chicago,"Chicago, IL",United States,university,1
706,William F. Sharpe,male,1990,Economic Sciences,for their pioneering work in the theory of financial economics,Stanford University,"Stanford, CA",United States,university,1
707,Ronald H. Coase,male,1991,Economic Sciences,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,University of Chicago,"Chicago, IL",United States,university,1
708,Gary S. Becker,male,1992,Economic Sciences,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",University of Chicago,"Chicago, IL",United States,university,1
709,Robert W. Fogel,male,1993,Economic Sciences,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,University of Chicago,"Chicago, IL",United States,university,1
710,Douglass C. North,male,1993,Economic Sciences,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,Washington University,"St. Louis, MO",United States,university,1
711,John C. Harsanyi,male,1994,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games,University of California,"Berkeley, CA",United States,university,1
712,John F. Nash Jr.,male,1994,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games,Princeton University,"Princeton, NJ",United States,university,1
713,Reinhard Selten,male,1994,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany,university,1
714,Robert E. Lucas Jr.,male,1995,Economic Sciences,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",University of Chicago,"Chicago, IL",United States,university,1
715,James A. Mirrlees,male,1996,Economic Sciences,for their fundamental contributions to the economic theory of incentives under asymmetric information,University of Cambridge,Cambridge,United Kingdom,university,1
716,William Vickrey,male,1996,Economic Sciences,for their fundamental contributions to the economic theory of incentives under asymmetric information,Columbia University,"New York, NY",United States,university,1
717,Robert C. Merton,male,1997,Economic Sciences,for a new method to determine the value of derivatives,Harvard University,"Cambridge, MA",United States,university,1
718,Myron S. Scholes,male,1997,Economic Sciences,for a new method to determine the value of derivatives,Long Term Capital Management,"Greenwich, CT",United States,other,1
719,Amartya Sen,male,1998,Economic Sciences,for his contributions to welfare economics,Trinity College,Cambridge,United Kingdom,university,1
720,Robert A. Mundell,male,1999,Economic Sciences,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,Columbia University,"New York, NY",United States,university,1
721,Il´ja Mikhailovich Frank,male,1958,Physics,for the discovery and the interpretation of the Cherenkov effect,Lomonosov Moscow State University,Moscow,Russia,university,1
721,Il´ja Mikhailovich Frank,male,1958,Physics,for the discovery and the interpretation of the Cherenkov effect,P.N. Lebedev Physical Institute,Moscow,Russia,research_institute,1
722,Arvid Carlsson,male,2000,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system,Göteborg University,Gothenburg,Sweden,university,1
723,Paul Greengard,male,2000,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system,Rockefeller University,"New York, NY",United States,university,1
724,Eric R. Kandel,male,2000,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system,Columbia University,"New York, NY",United States,university,1
725,Kim Dae-jung,male,2000,Peace,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",,,,unknown,1
726,Zhores I. Alferov,male,2000,Physics,for developing semiconductor heterostructures used in high-speed- and opto-electronics,A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia,research_institute,1
727,Herbert Kroemer,male,2000,Physics,for developing semiconductor heterostructures used in high-speed- and opto-electronics,University of California,"Santa Barbara, CA",United States,university,1
728,Jack S. Kilby,male,2000,Physics,for his part in the invention of the integrated circuit,Texas Instruments,"Dallas, TX",United States,other,1
729,Alan J. Heeger,male,2000,Chemistry,for the discovery and development of conductive polymers,University of California,"Santa Barbara, CA",United States,university,1
730,Alan G. MacDiarmid,male,2000,Chemistry,for the discovery and development of conductive polymers,University of Pennsylvania,"Philadelphia, PA",United States,university,1
731,Hideki Shirakawa,male,2000,Chemistry,for the discovery and development of conductive polymers,University of Tsukuba,Tsukuba,Japan,university,1
732,James J. Heckman,male,2000,Economic Sciences,for his development of theory and methods for analyzing selective samples,University of Chicago,"Chicago, IL",United States,university,1
733,Daniel L. McFadden,male,2000,Economic Sciences,for his development of theory and methods for analyzing discrete choice,University of California,"Berkeley, CA",United States,university,1
734,Gao Xingjian,male,2000,Literature,"for an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama",,,,unknown,1
735,Leland H. Hartwell,male,2001,Physiology or Medicine,for their discoveries of key regulators of the cell cycle,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States,research_institute,1
736,Tim Hunt,male,2001,Physiology or Medicine,for their discoveries of key regulators of the cell cycle,Imperial Cancer Research Fund,London,United Kingdom,research_institute,1
737,Sir Paul M. Nurse,male,2001,Physiology or Medicine,for their discoveries of key regulators of the cell cycle,Imperial Cancer Research Fund,London,United Kingdom,research_institute,1
738,Eric A. Cornell,male,2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates","University of Colorado, JILA","Boulder, CO",United States,university,1
739,Wolfgang Ketterle,male,2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
740,Carl E. Wieman,male,2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates","University of Colorado, JILA","Boulder, CO",United States,university,1
741,William S. Knowles,male,2001,Chemistry,for their work on chirally catalysed hydrogenation reactions,,,,unknown,1
742,Ryoji Noyori,male,2001,Chemistry,for their work on chirally catalysed hydrogenation reactions,Nagoya University,Nagoya,Japan,university,1
743,K. Barry Sharpless,male,2001,Chemistry,for his work on chirally catalysed oxidation reactions,The Scripps Research Institute,"La Jolla, CA",United States,research_institute,1
